pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
c000  4c f5 c5   JMP $c5f5   A:00 X:00 Y:00 P:24 SP:fd CYC:7
c6c5  ea         NOP         A:55 X:00 Y:53 P:24 SP:f9 CYC:14942
c6c6  ea         NOP         A:55 X:00 Y:53 P:24 SP:f9 CYC:14944
c6c7  08         PHP         A:55 X:00 Y:53 P:24 SP:f9 CYC:14946
c6c8  48         PHA         A:55 X:00 Y:53 P:24 SP:f8 CYC:14949
c6c9  0c a9 a9   NOP $a9a9   A:55 X:00 Y:53 P:24 SP:f7 CYC:14952
c6cc  ea         NOP         A:55 X:00 Y:53 P:24 SP:f7 CYC:14956
c6cd  ea         NOP         A:55 X:00 Y:53 P:24 SP:f7 CYC:14958
c6ce  ea         NOP         A:55 X:00 Y:53 P:24 SP:f7 CYC:14960
c6cf  ea         NOP         A:55 X:00 Y:53 P:24 SP:f7 CYC:14962
c6d0  08         PHP         A:55 X:00 Y:53 P:24 SP:f7 CYC:14964
c6d1  48         PHA         A:55 X:00 Y:53 P:24 SP:f6 CYC:14967
c6d2  14 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14970
c6d4  34 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14974
c6d6  54 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14978
c6d8  74 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14982
c6da  d4 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14986
c6dc  f4 a9      NOP $a9,X   A:55 X:00 Y:53 P:24 SP:f5 CYC:14990
c6de  ea         NOP         A:55 X:00 Y:53 P:24 SP:f5 CYC:14994
c6df  ea         NOP         A:55 X:00 Y:53 P:24 SP:f5 CYC:14996
c6e0  ea         NOP         A:55 X:00 Y:53 P:24 SP:f5 CYC:14998
c6e1  ea         NOP         A:55 X:00 Y:53 P:24 SP:f5 CYC:15000
c6e2  08         PHP         A:55 X:00 Y:53 P:24 SP:f5 CYC:15002
c6e3  48         PHA         A:55 X:00 Y:53 P:24 SP:f4 CYC:15005
c6e4  1a         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15008
c6e5  3a         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15010
c6e6  5a         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15012
c6e7  7a         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15014
c6e8  da         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15016
c6e9  fa         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15018
c6ea  80 89      NOP #$89    A:55 X:00 Y:53 P:24 SP:f3 CYC:15020
c6ec  ea         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15022
c6ed  ea         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15024
c6ee  ea         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15026
c6ef  ea         NOP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15028
c6f0  08         PHP         A:55 X:00 Y:53 P:24 SP:f3 CYC:15030
c6f1  48         PHA         A:55 X:00 Y:53 P:24 SP:f2 CYC:15033
c6f2  1c a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15036
c6f5  3c a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15040
c6f8  5c a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15044
c6fb  7c a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15048
c6fe  dc a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15052
c701  fc a9 a9   NOP $a9a9,X A:55 X:00 Y:53 P:24 SP:f1 CYC:15056
c704  ea         NOP         A:55 X:00 Y:53 P:24 SP:f1 CYC:15060
c705  ea         NOP         A:55 X:00 Y:53 P:24 SP:f1 CYC:15062
c706  ea         NOP         A:55 X:00 Y:53 P:24 SP:f1 CYC:15064
c707  ea         NOP         A:55 X:00 Y:53 P:24 SP:f1 CYC:15066
c708  08         PHP         A:55 X:00 Y:53 P:24 SP:f1 CYC:15068
c709  48         PHA         A:55 X:00 Y:53 P:24 SP:f0 CYC:15071
c70a  a2 05      LDX #$05    A:55 X:00 Y:53 P:24 SP:ef CYC:15074
c70c  68         PLA         A:55 X:05 Y:53 P:24 SP:ef CYC:15076
c70d  c9 55      CMP #$55    A:55 X:05 Y:53 P:24 SP:f0 CYC:15080
c70f  f0 0a      BEQ $c71b   A:55 X:05 Y:53 P:27 SP:f0 CYC:15082
c71b  68         PLA         A:55 X:05 Y:53 P:27 SP:f0 CYC:15085
c71c  29 cb      AND #$cb    A:34 X:05 Y:53 P:25 SP:f1 CYC:15089
c71e  c9 00      CMP #$00    A:00 X:05 Y:53 P:27 SP:f1 CYC:15091
c720  f0 06      BEQ $c728   A:00 X:05 Y:53 P:27 SP:f1 CYC:15093
c728  c8         INY         A:00 X:05 Y:53 P:27 SP:f1 CYC:15096
c729  ca         DEX         A:00 X:05 Y:54 P:25 SP:f1 CYC:15098
c72a  d0 e0      BNE $c70c   A:00 X:04 Y:54 P:25 SP:f1 CYC:15100
c70c  68         PLA         A:00 X:04 Y:54 P:25 SP:f1 CYC:15103
c70d  c9 55      CMP #$55    A:55 X:04 Y:54 P:25 SP:f2 CYC:15107
c70f  f0 0a      BEQ $c71b   A:55 X:04 Y:54 P:27 SP:f2 CYC:15109
c71b  68         PLA         A:55 X:04 Y:54 P:27 SP:f2 CYC:15112
c71c  29 cb      AND #$cb    A:34 X:04 Y:54 P:25 SP:f3 CYC:15116
c71e  c9 00      CMP #$00    A:00 X:04 Y:54 P:27 SP:f3 CYC:15118
c720  f0 06      BEQ $c728   A:00 X:04 Y:54 P:27 SP:f3 CYC:15120
c728  c8         INY         A:00 X:04 Y:54 P:27 SP:f3 CYC:15123
c729  ca         DEX         A:00 X:04 Y:55 P:25 SP:f3 CYC:15125
c72a  d0 e0      BNE $c70c   A:00 X:03 Y:55 P:25 SP:f3 CYC:15127
c70c  68         PLA         A:00 X:03 Y:55 P:25 SP:f3 CYC:15130
c70d  c9 55      CMP #$55    A:55 X:03 Y:55 P:25 SP:f4 CYC:15134
c70f  f0 0a      BEQ $c71b   A:55 X:03 Y:55 P:27 SP:f4 CYC:15136
c71b  68         PLA         A:55 X:03 Y:55 P:27 SP:f4 CYC:15139
c71c  29 cb      AND #$cb    A:34 X:03 Y:55 P:25 SP:f5 CYC:15143
c71e  c9 00      CMP #$00    A:00 X:03 Y:55 P:27 SP:f5 CYC:15145
c720  f0 06      BEQ $c728   A:00 X:03 Y:55 P:27 SP:f5 CYC:15147
c728  c8         INY         A:00 X:03 Y:55 P:27 SP:f5 CYC:15150
c729  ca         DEX         A:00 X:03 Y:56 P:25 SP:f5 CYC:15152
c72a  d0 e0      BNE $c70c   A:00 X:02 Y:56 P:25 SP:f5 CYC:15154
c70c  68         PLA         A:00 X:02 Y:56 P:25 SP:f5 CYC:15157
c70d  c9 55      CMP #$55    A:55 X:02 Y:56 P:25 SP:f6 CYC:15161
c70f  f0 0a      BEQ $c71b   A:55 X:02 Y:56 P:27 SP:f6 CYC:15163
c71b  68         PLA         A:55 X:02 Y:56 P:27 SP:f6 CYC:15166
c71c  29 cb      AND #$cb    A:34 X:02 Y:56 P:25 SP:f7 CYC:15170
c71e  c9 00      CMP #$00    A:00 X:02 Y:56 P:27 SP:f7 CYC:15172
c720  f0 06      BEQ $c728   A:00 X:02 Y:56 P:27 SP:f7 CYC:15174
c728  c8         INY         A:00 X:02 Y:56 P:27 SP:f7 CYC:15177
c729  ca         DEX         A:00 X:02 Y:57 P:25 SP:f7 CYC:15179
c72a  d0 e0      BNE $c70c   A:00 X:01 Y:57 P:25 SP:f7 CYC:15181
c70c  68         PLA         A:00 X:01 Y:57 P:25 SP:f7 CYC:15184
c70d  c9 55      CMP #$55    A:55 X:01 Y:57 P:25 SP:f8 CYC:15188
c70f  f0 0a      BEQ $c71b   A:55 X:01 Y:57 P:27 SP:f8 CYC:15190
c71b  68         PLA         A:55 X:01 Y:57 P:27 SP:f8 CYC:15193
c71c  29 cb      AND #$cb    A:34 X:01 Y:57 P:25 SP:f9 CYC:15197
c71e  c9 00      CMP #$00    A:00 X:01 Y:57 P:27 SP:f9 CYC:15199
c720  f0 06      BEQ $c728   A:00 X:01 Y:57 P:27 SP:f9 CYC:15201
c728  c8         INY         A:00 X:01 Y:57 P:27 SP:f9 CYC:15204
c729  ca         DEX         A:00 X:01 Y:58 P:25 SP:f9 CYC:15206
c72a  d0 e0      BNE $c70c   A:00 X:00 Y:58 P:27 SP:f9 CYC:15208
c72c  60         RTS         A:00 X:00 Y:58 P:27 SP:f9 CYC:15210
c6af  60         RTS         A:00 X:00 Y:58 P:27 SP:fb CYC:15216
c632  20 1e e5   JSR $e51e   A:00 X:00 Y:58 P:27 SP:fd CYC:15222
e51e  a9 55      LDA #$55    A:00 X:00 Y:58 P:27 SP:fb CYC:15228
e520  8d 80 05   STA $0580   A:55 X:00 Y:58 P:25 SP:fb CYC:15230
e523  a9 aa      LDA #$aa    A:55 X:00 Y:58 P:25 SP:fb CYC:15234
e525  8d 32 04   STA $0432   A:aa X:00 Y:58 P:a5 SP:fb CYC:15236
e528  a9 80      LDA #$80    A:aa X:00 Y:58 P:a5 SP:fb CYC:15240
e52a  85 43      STA $43     A:80 X:00 Y:58 P:a5 SP:fb CYC:15242
e52c  a9 05      LDA #$05    A:80 X:00 Y:58 P:a5 SP:fb CYC:15245
e52e  85 44      STA $44     A:05 X:00 Y:58 P:25 SP:fb CYC:15247
e530  a9 32      LDA #$32    A:05 X:00 Y:58 P:25 SP:fb CYC:15250
e532  85 45      STA $45     A:32 X:00 Y:58 P:25 SP:fb CYC:15252
e534  a9 04      LDA #$04    A:32 X:00 Y:58 P:25 SP:fb CYC:15255
e536  85 46      STA $46     A:04 X:00 Y:58 P:25 SP:fb CYC:15257
e538  a2 03      LDX #$03    A:04 X:00 Y:58 P:25 SP:fb CYC:15260
e53a  a0 77      LDY #$77    A:04 X:03 Y:58 P:25 SP:fb CYC:15262
e53c  a9 ff      LDA #$ff    A:04 X:03 Y:77 P:25 SP:fb CYC:15264
e53e  85 01      STA $01     A:ff X:03 Y:77 P:a5 SP:fb CYC:15266
e540  24 01      BIT $01     A:ff X:03 Y:77 P:a5 SP:fb CYC:15269
e542  38         SEC         A:ff X:03 Y:77 P:e5 SP:fb CYC:15272
e543  a9 00      LDA #$00    A:ff X:03 Y:77 P:e5 SP:fb CYC:15274
e545  a3 40      LAX ($40,X) A:00 X:03 Y:77 P:67 SP:fb CYC:15276
e547  ea         NOP         A:55 X:55 Y:77 P:65 SP:fb CYC:15282
e548  ea         NOP         A:55 X:55 Y:77 P:65 SP:fb CYC:15284
e549  ea         NOP         A:55 X:55 Y:77 P:65 SP:fb CYC:15286
e54a  ea         NOP         A:55 X:55 Y:77 P:65 SP:fb CYC:15288
e54b  f0 12      BEQ $e55f   A:55 X:55 Y:77 P:65 SP:fb CYC:15290
e54d  30 10      BMI $e55f   A:55 X:55 Y:77 P:65 SP:fb CYC:15292
e54f  50 0e      BVC $e55f   A:55 X:55 Y:77 P:65 SP:fb CYC:15294
e551  90 0c      BCC $e55f   A:55 X:55 Y:77 P:65 SP:fb CYC:15296
e553  c9 55      CMP #$55    A:55 X:55 Y:77 P:65 SP:fb CYC:15298
e555  d0 08      BNE $e55f   A:55 X:55 Y:77 P:67 SP:fb CYC:15300
e557  e0 55      CPX #$55    A:55 X:55 Y:77 P:67 SP:fb CYC:15302
e559  d0 04      BNE $e55f   A:55 X:55 Y:77 P:67 SP:fb CYC:15304
e55b  c0 77      CPY #$77    A:55 X:55 Y:77 P:67 SP:fb CYC:15306
e55d  f0 04      BEQ $e563   A:55 X:55 Y:77 P:67 SP:fb CYC:15308
e563  a2 05      LDX #$05    A:55 X:55 Y:77 P:67 SP:fb CYC:15311
e565  a0 33      LDY #$33    A:55 X:05 Y:77 P:65 SP:fb CYC:15313
e567  b8         CLV         A:55 X:05 Y:33 P:65 SP:fb CYC:15315
e568  18         CLC         A:55 X:05 Y:33 P:25 SP:fb CYC:15317
e569  a9 00      LDA #$00    A:55 X:05 Y:33 P:24 SP:fb CYC:15319
e56b  a3 40      LAX ($40,X) A:00 X:05 Y:33 P:26 SP:fb CYC:15321
e56d  ea         NOP         A:aa X:aa Y:33 P:a4 SP:fb CYC:15327
e56e  ea         NOP         A:aa X:aa Y:33 P:a4 SP:fb CYC:15329
e56f  ea         NOP         A:aa X:aa Y:33 P:a4 SP:fb CYC:15331
e570  ea         NOP         A:aa X:aa Y:33 P:a4 SP:fb CYC:15333
e571  f0 12      BEQ $e585   A:aa X:aa Y:33 P:a4 SP:fb CYC:15335
e573  10 10      BPL $e585   A:aa X:aa Y:33 P:a4 SP:fb CYC:15337
e575  70 0e      BVS $e585   A:aa X:aa Y:33 P:a4 SP:fb CYC:15339
e577  b0 0c      BCS $e585   A:aa X:aa Y:33 P:a4 SP:fb CYC:15341
e579  c9 aa      CMP #$aa    A:aa X:aa Y:33 P:a4 SP:fb CYC:15343
e57b  d0 08      BNE $e585   A:aa X:aa Y:33 P:27 SP:fb CYC:15345
e57d  e0 aa      CPX #$aa    A:aa X:aa Y:33 P:27 SP:fb CYC:15347
e57f  d0 04      BNE $e585   A:aa X:aa Y:33 P:27 SP:fb CYC:15349
e581  c0 33      CPY #$33    A:aa X:aa Y:33 P:27 SP:fb CYC:15351
e583  f0 04      BEQ $e589   A:aa X:aa Y:33 P:27 SP:fb CYC:15353
e589  a9 87      LDA #$87    A:aa X:aa Y:33 P:27 SP:fb CYC:15356
e58b  85 67      STA $67     A:87 X:aa Y:33 P:a5 SP:fb CYC:15358
e58d  a9 32      LDA #$32    A:87 X:aa Y:33 P:a5 SP:fb CYC:15361
e58f  85 68      STA $68     A:32 X:aa Y:33 P:25 SP:fb CYC:15363
e591  a0 57      LDY #$57    A:32 X:aa Y:33 P:25 SP:fb CYC:15366
e593  24 01      BIT $01     A:32 X:aa Y:57 P:25 SP:fb CYC:15368
e595  38         SEC         A:32 X:aa Y:57 P:e5 SP:fb CYC:15371
e596  a9 00      LDA #$00    A:32 X:aa Y:57 P:e5 SP:fb CYC:15373
e598  a7 67      LAX $67     A:00 X:aa Y:57 P:67 SP:fb CYC:15375
e59a  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15378
e59b  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15380
e59c  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15382
e59d  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15384
e59e  f0 12      BEQ $e5b2   A:87 X:87 Y:57 P:e5 SP:fb CYC:15386
e5a0  10 10      BPL $e5b2   A:87 X:87 Y:57 P:e5 SP:fb CYC:15388
e5a2  50 0e      BVC $e5b2   A:87 X:87 Y:57 P:e5 SP:fb CYC:15390
e5a4  90 0c      BCC $e5b2   A:87 X:87 Y:57 P:e5 SP:fb CYC:15392
e5a6  c9 87      CMP #$87    A:87 X:87 Y:57 P:e5 SP:fb CYC:15394
e5a8  d0 08      BNE $e5b2   A:87 X:87 Y:57 P:67 SP:fb CYC:15396
e5aa  e0 87      CPX #$87    A:87 X:87 Y:57 P:67 SP:fb CYC:15398
e5ac  d0 04      BNE $e5b2   A:87 X:87 Y:57 P:67 SP:fb CYC:15400
e5ae  c0 57      CPY #$57    A:87 X:87 Y:57 P:67 SP:fb CYC:15402
e5b0  f0 04      BEQ $e5b6   A:87 X:87 Y:57 P:67 SP:fb CYC:15404
e5b6  a0 53      LDY #$53    A:87 X:87 Y:57 P:67 SP:fb CYC:15407
e5b8  b8         CLV         A:87 X:87 Y:53 P:65 SP:fb CYC:15409
e5b9  18         CLC         A:87 X:87 Y:53 P:25 SP:fb CYC:15411
e5ba  a9 00      LDA #$00    A:87 X:87 Y:53 P:24 SP:fb CYC:15413
e5bc  a7 68      LAX $68     A:00 X:87 Y:53 P:26 SP:fb CYC:15415
e5be  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15418
e5bf  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15420
e5c0  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15422
e5c1  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15424
e5c2  f0 12      BEQ $e5d6   A:32 X:32 Y:53 P:24 SP:fb CYC:15426
e5c4  30 10      BMI $e5d6   A:32 X:32 Y:53 P:24 SP:fb CYC:15428
e5c6  70 0e      BVS $e5d6   A:32 X:32 Y:53 P:24 SP:fb CYC:15430
e5c8  b0 0c      BCS $e5d6   A:32 X:32 Y:53 P:24 SP:fb CYC:15432
e5ca  c9 32      CMP #$32    A:32 X:32 Y:53 P:24 SP:fb CYC:15434
e5cc  d0 08      BNE $e5d6   A:32 X:32 Y:53 P:27 SP:fb CYC:15436
e5ce  e0 32      CPX #$32    A:32 X:32 Y:53 P:27 SP:fb CYC:15438
e5d0  d0 04      BNE $e5d6   A:32 X:32 Y:53 P:27 SP:fb CYC:15440
e5d2  c0 53      CPY #$53    A:32 X:32 Y:53 P:27 SP:fb CYC:15442
e5d4  f0 04      BEQ $e5da   A:32 X:32 Y:53 P:27 SP:fb CYC:15444
e5da  a9 87      LDA #$87    A:32 X:32 Y:53 P:27 SP:fb CYC:15447
e5dc  8d 77 05   STA $0577   A:87 X:32 Y:53 P:a5 SP:fb CYC:15449
e5df  a9 32      LDA #$32    A:87 X:32 Y:53 P:a5 SP:fb CYC:15453
e5e1  8d 78 05   STA $0578   A:32 X:32 Y:53 P:25 SP:fb CYC:15455
e5e4  a0 57      LDY #$57    A:32 X:32 Y:53 P:25 SP:fb CYC:15459
e5e6  24 01      BIT $01     A:32 X:32 Y:57 P:25 SP:fb CYC:15461
e5e8  38         SEC         A:32 X:32 Y:57 P:e5 SP:fb CYC:15464
e5e9  a9 00      LDA #$00    A:32 X:32 Y:57 P:e5 SP:fb CYC:15466
e5eb  af 77 05   LAX $0577   A:00 X:32 Y:57 P:67 SP:fb CYC:15468
e5ee  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15472
e5ef  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15474
e5f0  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15476
e5f1  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15478
e5f2  f0 12      BEQ $e606   A:87 X:87 Y:57 P:e5 SP:fb CYC:15480
e5f4  10 10      BPL $e606   A:87 X:87 Y:57 P:e5 SP:fb CYC:15482
e5f6  50 0e      BVC $e606   A:87 X:87 Y:57 P:e5 SP:fb CYC:15484
e5f8  90 0c      BCC $e606   A:87 X:87 Y:57 P:e5 SP:fb CYC:15486
e5fa  c9 87      CMP #$87    A:87 X:87 Y:57 P:e5 SP:fb CYC:15488
e5fc  d0 08      BNE $e606   A:87 X:87 Y:57 P:67 SP:fb CYC:15490
e5fe  e0 87      CPX #$87    A:87 X:87 Y:57 P:67 SP:fb CYC:15492
e600  d0 04      BNE $e606   A:87 X:87 Y:57 P:67 SP:fb CYC:15494
e602  c0 57      CPY #$57    A:87 X:87 Y:57 P:67 SP:fb CYC:15496
e604  f0 04      BEQ $e60a   A:87 X:87 Y:57 P:67 SP:fb CYC:15498
e60a  a0 53      LDY #$53    A:87 X:87 Y:57 P:67 SP:fb CYC:15501
e60c  b8         CLV         A:87 X:87 Y:53 P:65 SP:fb CYC:15503
e60d  18         CLC         A:87 X:87 Y:53 P:25 SP:fb CYC:15505
e60e  a9 00      LDA #$00    A:87 X:87 Y:53 P:24 SP:fb CYC:15507
e610  af 78 05   LAX $0578   A:00 X:87 Y:53 P:26 SP:fb CYC:15509
e613  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15513
e614  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15515
e615  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15517
e616  ea         NOP         A:32 X:32 Y:53 P:24 SP:fb CYC:15519
e617  f0 12      BEQ $e62b   A:32 X:32 Y:53 P:24 SP:fb CYC:15521
e619  30 10      BMI $e62b   A:32 X:32 Y:53 P:24 SP:fb CYC:15523
e61b  70 0e      BVS $e62b   A:32 X:32 Y:53 P:24 SP:fb CYC:15525
e61d  b0 0c      BCS $e62b   A:32 X:32 Y:53 P:24 SP:fb CYC:15527
e61f  c9 32      CMP #$32    A:32 X:32 Y:53 P:24 SP:fb CYC:15529
e621  d0 08      BNE $e62b   A:32 X:32 Y:53 P:27 SP:fb CYC:15531
e623  e0 32      CPX #$32    A:32 X:32 Y:53 P:27 SP:fb CYC:15533
e625  d0 04      BNE $e62b   A:32 X:32 Y:53 P:27 SP:fb CYC:15535
e627  c0 53      CPY #$53    A:32 X:32 Y:53 P:27 SP:fb CYC:15537
e629  f0 04      BEQ $e62f   A:32 X:32 Y:53 P:27 SP:fb CYC:15539
e62f  a9 ff      LDA #$ff    A:32 X:32 Y:53 P:27 SP:fb CYC:15542
e631  85 43      STA $43     A:ff X:32 Y:53 P:a5 SP:fb CYC:15544
e633  a9 04      LDA #$04    A:ff X:32 Y:53 P:a5 SP:fb CYC:15547
e635  85 44      STA $44     A:04 X:32 Y:53 P:25 SP:fb CYC:15549
e637  a9 32      LDA #$32    A:04 X:32 Y:53 P:25 SP:fb CYC:15552
e639  85 45      STA $45     A:32 X:32 Y:53 P:25 SP:fb CYC:15554
e63b  a9 04      LDA #$04    A:32 X:32 Y:53 P:25 SP:fb CYC:15557
e63d  85 46      STA $46     A:04 X:32 Y:53 P:25 SP:fb CYC:15559
e63f  a9 55      LDA #$55    A:04 X:32 Y:53 P:25 SP:fb CYC:15562
e641  8d 80 05   STA $0580   A:55 X:32 Y:53 P:25 SP:fb CYC:15564
e644  a9 aa      LDA #$aa    A:55 X:32 Y:53 P:25 SP:fb CYC:15568
e646  8d 32 04   STA $0432   A:aa X:32 Y:53 P:a5 SP:fb CYC:15570
e649  a2 03      LDX #$03    A:aa X:32 Y:53 P:a5 SP:fb CYC:15574
e64b  a0 81      LDY #$81    A:aa X:03 Y:53 P:25 SP:fb CYC:15576
e64d  24 01      BIT $01     A:aa X:03 Y:81 P:a5 SP:fb CYC:15578
e64f  38         SEC         A:aa X:03 Y:81 P:e5 SP:fb CYC:15581
e650  a9 00      LDA #$00    A:aa X:03 Y:81 P:e5 SP:fb CYC:15583
e652  b3 43      LAX ($43),Y A:00 X:03 Y:81 P:67 SP:fb CYC:15585
e654  ea         NOP         A:55 X:55 Y:81 P:65 SP:fb CYC:15591
e655  ea         NOP         A:55 X:55 Y:81 P:65 SP:fb CYC:15593
e656  ea         NOP         A:55 X:55 Y:81 P:65 SP:fb CYC:15595
e657  ea         NOP         A:55 X:55 Y:81 P:65 SP:fb CYC:15597
e658  f0 12      BEQ $e66c   A:55 X:55 Y:81 P:65 SP:fb CYC:15599
e65a  30 10      BMI $e66c   A:55 X:55 Y:81 P:65 SP:fb CYC:15601
e65c  50 0e      BVC $e66c   A:55 X:55 Y:81 P:65 SP:fb CYC:15603
e65e  90 0c      BCC $e66c   A:55 X:55 Y:81 P:65 SP:fb CYC:15605
e660  c9 55      CMP #$55    A:55 X:55 Y:81 P:65 SP:fb CYC:15607
e662  d0 08      BNE $e66c   A:55 X:55 Y:81 P:67 SP:fb CYC:15609
e664  e0 55      CPX #$55    A:55 X:55 Y:81 P:67 SP:fb CYC:15611
e666  d0 04      BNE $e66c   A:55 X:55 Y:81 P:67 SP:fb CYC:15613
e668  c0 81      CPY #$81    A:55 X:55 Y:81 P:67 SP:fb CYC:15615
e66a  f0 04      BEQ $e670   A:55 X:55 Y:81 P:67 SP:fb CYC:15617
e670  a2 05      LDX #$05    A:55 X:55 Y:81 P:67 SP:fb CYC:15620
e672  a0 00      LDY #$00    A:55 X:05 Y:81 P:65 SP:fb CYC:15622
e674  b8         CLV         A:55 X:05 Y:00 P:67 SP:fb CYC:15624
e675  18         CLC         A:55 X:05 Y:00 P:27 SP:fb CYC:15626
e676  a9 00      LDA #$00    A:55 X:05 Y:00 P:26 SP:fb CYC:15628
e678  b3 45      LAX ($45),Y A:00 X:05 Y:00 P:26 SP:fb CYC:15630
e67a  ea         NOP         A:aa X:aa Y:00 P:a4 SP:fb CYC:15635
e67b  ea         NOP         A:aa X:aa Y:00 P:a4 SP:fb CYC:15637
e67c  ea         NOP         A:aa X:aa Y:00 P:a4 SP:fb CYC:15639
e67d  ea         NOP         A:aa X:aa Y:00 P:a4 SP:fb CYC:15641
e67e  f0 12      BEQ $e692   A:aa X:aa Y:00 P:a4 SP:fb CYC:15643
e680  10 10      BPL $e692   A:aa X:aa Y:00 P:a4 SP:fb CYC:15645
e682  70 0e      BVS $e692   A:aa X:aa Y:00 P:a4 SP:fb CYC:15647
e684  b0 0c      BCS $e692   A:aa X:aa Y:00 P:a4 SP:fb CYC:15649
e686  c9 aa      CMP #$aa    A:aa X:aa Y:00 P:a4 SP:fb CYC:15651
e688  d0 08      BNE $e692   A:aa X:aa Y:00 P:27 SP:fb CYC:15653
e68a  e0 aa      CPX #$aa    A:aa X:aa Y:00 P:27 SP:fb CYC:15655
e68c  d0 04      BNE $e692   A:aa X:aa Y:00 P:27 SP:fb CYC:15657
e68e  c0 00      CPY #$00    A:aa X:aa Y:00 P:27 SP:fb CYC:15659
e690  f0 04      BEQ $e696   A:aa X:aa Y:00 P:27 SP:fb CYC:15661
e696  a9 87      LDA #$87    A:aa X:aa Y:00 P:27 SP:fb CYC:15664
e698  85 67      STA $67     A:87 X:aa Y:00 P:a5 SP:fb CYC:15666
e69a  a9 32      LDA #$32    A:87 X:aa Y:00 P:a5 SP:fb CYC:15669
e69c  85 68      STA $68     A:32 X:aa Y:00 P:25 SP:fb CYC:15671
e69e  a0 57      LDY #$57    A:32 X:aa Y:00 P:25 SP:fb CYC:15674
e6a0  24 01      BIT $01     A:32 X:aa Y:57 P:25 SP:fb CYC:15676
e6a2  38         SEC         A:32 X:aa Y:57 P:e5 SP:fb CYC:15679
e6a3  a9 00      LDA #$00    A:32 X:aa Y:57 P:e5 SP:fb CYC:15681
e6a5  b7 10      LAX $10,Y   A:00 X:aa Y:57 P:67 SP:fb CYC:15683
e6a7  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15687
e6a8  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15689
e6a9  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15691
e6aa  ea         NOP         A:87 X:87 Y:57 P:e5 SP:fb CYC:15693
e6ab  f0 12      BEQ $e6bf   A:87 X:87 Y:57 P:e5 SP:fb CYC:15695
e6ad  10 10      BPL $e6bf   A:87 X:87 Y:57 P:e5 SP:fb CYC:15697
e6af  50 0e      BVC $e6bf   A:87 X:87 Y:57 P:e5 SP:fb CYC:15699
e6b1  90 0c      BCC $e6bf   A:87 X:87 Y:57 P:e5 SP:fb CYC:15701
e6b3  c9 87      CMP #$87    A:87 X:87 Y:57 P:e5 SP:fb CYC:15703
e6b5  d0 08      BNE $e6bf   A:87 X:87 Y:57 P:67 SP:fb CYC:15705
e6b7  e0 87      CPX #$87    A:87 X:87 Y:57 P:67 SP:fb CYC:15707
e6b9  d0 04      BNE $e6bf   A:87 X:87 Y:57 P:67 SP:fb CYC:15709
e6bb  c0 57      CPY #$57    A:87 X:87 Y:57 P:67 SP:fb CYC:15711
e6bd  f0 04      BEQ $e6c3   A:87 X:87 Y:57 P:67 SP:fb CYC:15713
